GSK_REG_NO,MOLREGNO,CHEMBL_ID,INCHI,SMILES,PARENT_CHEMBL_ID,PARENT_INCHI,PARENT_SMILES,TARGETS,TARGET_CHEMBL_IDS,REF_CHEMBL_ID,REFERENCE,PUBMED_ID
GSK2219385A,495833,CHEMBL467581,"InChI=1S/C26H29FN8O3/c1-14-11-20(38-5)18(12-19(14)35(4)21(36)13-34(2)3)31-26-32-24-15(9-10-29-24)25(33-26)30-17-8-6-7-16(27)22(17)23(28)37/h6-12H,13H2,1-5H3,(H2,28,37)(H3,29,30,31,32,33)",COc1cc(C)c(cc1Nc2nc(Nc3cccc(F)c3C(=O)N)c4cc[nH]c4n2)N(C)C(=O)CN(C)C,CHEMBL467581,"InChI=1S/C26H29FN8O3/c1-14-11-20(38-5)18(12-19(14)35(4)21(36)13-34(2)3)31-26-32-24-15(9-10-29-24)25(33-26)30-17-8-6-7-16(27)22(17)23(28)37/h6-12H,13H2,1-5H3,(H2,28,37)(H3,29,30,31,32,33)",COc1cc(C)c(cc1Nc2nc(Nc3cccc(F)c3C(=O)N)c4cc[nH]c4n2)N(C)C(=O)CN(C)C,IGF-1R,CHEMBL1957,CHEMBL1154536,"Bioorg. Med. Chem. Lett., 19, p. 360 (2009)",19071018
GSK2220400A,1236021,CHEMBL1895450,"InChI=1S/C27H31N9O3/c1-28-26(38)23-18(8-5-10-29-23)31-25-17-9-11-30-24(17)33-27(34-25)32-19-14-20-16(13-21(19)39-4)7-6-12-36(20)22(37)15-35(2)3/h5,8-11,13-14H,6-7,12,15H2,1-4H3,(H,28,38)(H3,30,31,32,33,34)",CNC(=O)c1ncccc1Nc2nc(Nc3cc4N(CCCc4cc3OC)C(=O)CN(C)C)nc5[nH]ccc25,CHEMBL1895450,"InChI=1S/C27H31N9O3/c1-28-26(38)23-18(8-5-10-29-23)31-25-17-9-11-30-24(17)33-27(34-25)32-19-14-20-16(13-21(19)39-4)7-6-12-36(20)22(37)15-35(2)3/h5,8-11,13-14H,6-7,12,15H2,1-4H3,(H,28,38)(H3,30,31,32,33,34)",CNC(=O)c1ncccc1Nc2nc(Nc3cc4N(CCCc4cc3OC)C(=O)CN(C)C)nc5[nH]ccc25,IGF-1R,CHEMBL1957,CHEMBL1154545,"Bioorg. Med. Chem. Lett., 19, p. 373 (2009)",19081716
GSK237700A,477501,CHEMBL521806,"InChI=1S/C22H20ClN3O4S/c1-12(13-6-4-5-7-14(13)23)30-19-10-20(31-21(19)22(24)27)26-11-25-15-8-17(28-2)18(29-3)9-16(15)26/h4-12H,1-3H3,(H2,24,27)/t12-/m0/s1",COc1cc2ncn(c3cc(O[C@@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2cc1OC,CHEMBL521806,"InChI=1S/C22H20ClN3O4S/c1-12(13-6-4-5-7-14(13)23)30-19-10-20(31-21(19)22(24)27)26-11-25-15-8-17(28-2)18(29-3)9-16(15)26/h4-12H,1-3H3,(H2,24,27)/t12-/m0/s1",COc1cc2ncn(c3cc(O[C@@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2cc1OC,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GSK237701A,369247,CHEMBL222419,"InChI=1S/C22H20ClN3O4S/c1-12(13-6-4-5-7-14(13)23)30-19-10-20(31-21(19)22(24)27)26-11-25-15-8-17(28-2)18(29-3)9-16(15)26/h4-12H,1-3H3,(H2,24,27)/t12-/m1/s1",COc1cc2ncn(c3cc(O[C@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2cc1OC,CHEMBL222419,"InChI=1S/C22H20ClN3O4S/c1-12(13-6-4-5-7-14(13)23)30-19-10-20(31-21(19)22(24)27)26-11-25-15-8-17(28-2)18(29-3)9-16(15)26/h4-12H,1-3H3,(H2,24,27)/t12-/m1/s1",COc1cc2ncn(c3cc(O[C@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2cc1OC,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GSK238063A,471739,CHEMBL466412,"InChI=1S/C28H25ClFN5O3S/c1-35(2)28(36)38-21-11-19(31-14-21)6-8-22-13-24-26(39-22)27(33-16-32-24)34-20-7-9-25(23(29)12-20)37-15-17-4-3-5-18(30)10-17/h3-5,7,9-10,12-13,16,19,21,31H,11,14-15H2,1-2H3,(H,32,33,34)/t19-,21-/m0/s1",CN(C)C(=O)O[C@@H]1CN[C@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,CHEMBL466412,"InChI=1S/C28H25ClFN5O3S/c1-35(2)28(36)38-21-11-19(31-14-21)6-8-22-13-24-26(39-22)27(33-16-32-24)34-20-7-9-25(23(29)12-20)37-15-17-4-3-5-18(30)10-17/h3-5,7,9-10,12-13,16,19,21,31H,11,14-15H2,1-2H3,(H,32,33,34)/t19-,21-/m0/s1",CN(C)C(=O)O[C@@H]1CN[C@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1143296,"Bioorg. Med. Chem. Lett., 19, p. 817 (2009)",19111461
GSK238583A,1249180,CHEMBL1909409,"InChI=1S/C30H29N5O3S.C2HF3O2/c36-30(35-12-14-37-15-13-35)38-25-17-24(31-19-25)10-11-26-18-27-28(39-26)29(33-20-32-27)34-23-8-6-22(7-9-23)16-21-4-2-1-3-5-21;3-2(4,5)1(6)7/h1-9,18,20,24-25,31H,12-17,19H2,(H,32,33,34);(H,6,7)/t24-,25-;/m1./s1",OC(=O)C(F)(F)F.O=C(O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)N6CCOCC6,CHEMBL455434,"InChI=1S/C30H29N5O3S/c36-30(35-12-14-37-15-13-35)38-25-17-24(31-19-25)10-11-26-18-27-28(39-26)29(33-20-32-27)34-23-8-6-22(7-9-23)16-21-4-2-1-3-5-21/h1-9,18,20,24-25,31H,12-17,19H2,(H,32,33,34)/t24-,25-/m1/s1",O=C(O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)N6CCOCC6,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1153281,"Bioorg. Med. Chem. Lett., 19, p. 1332 (2009)",19208477
GSK248233A,365407,CHEMBL220465,"InChI=1S/C25H24N8O3/c1-4-33-20-13-21(27-14-19(20)29-24(33)22-23(26)31-36-30-22)35-18-7-5-6-16(12-18)28-25(34)15-8-10-17(11-9-15)32(2)3/h5-14H,4H2,1-3H3,(H2,26,31)(H,28,34)",CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(cc4)N(C)C)c3)cc12)c5nonc5N,CHEMBL220465,"InChI=1S/C25H24N8O3/c1-4-33-20-13-21(27-14-19(20)29-24(33)22-23(26)31-36-30-22)35-18-7-5-6-16(12-18)28-25(34)15-8-10-17(11-9-15)32(2)3/h5-14H,4H2,1-3H3,(H2,26,31)(H,28,34)",CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(cc4)N(C)C)c3)cc12)c5nonc5N,ROCK1,CHEMBL3231,CHEMBL1139215,"J. Med. Chem., 50, p. 2 (2007)",17201404
GSK259178A,1249181,CHEMBL1909410,"InChI=1S/C32H28F2N6O3S.C2HF3O2/c33-22-1-5-27(34)21(13-22)18-40-8-7-20-14-24(3-6-29(20)40)38-31-30-28(36-19-37-31)16-26(44-30)4-2-23-15-25(17-35-23)43-32(41)39-9-11-42-12-10-39;3-2(4,5)1(6)7/h1,3,5-8,13-14,16,19,23,25,35H,9-12,15,17-18H2,(H,36,37,38);(H,6,7)/t23-,25-;/m1./s1",OC(=O)C(F)(F)F.Fc1ccc(F)c(Cn2ccc3cc(Nc4ncnc5cc(C#C[C@@H]6C[C@H](CN6)OC(=O)N7CCOCC7)sc45)ccc23)c1,CHEMBL1963561,"InChI=1S/C32H28F2N6O3S/c33-22-1-5-27(34)21(13-22)18-40-8-7-20-14-24(3-6-29(20)40)38-31-30-28(36-19-37-31)16-26(44-30)4-2-23-15-25(17-35-23)43-32(41)39-9-11-42-12-10-39/h1,3,5-8,13-14,16,19,23,25,35H,9-12,15,17-18H2,(H,36,37,38)/t23-,25-/m1/s1",Fc1ccc(F)c(Cn2ccc3cc(Nc4ncnc5cc(C#C[C@@H]6C[C@H](CN6)OC(=O)N7CCOCC7)sc45)ccc23)c1,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1153281,"Bioorg. Med. Chem. Lett., 19, p. 1332 (2009)",19208477
GSK269962B,1249134,CHEMBL1909363,"InChI=1S/C29H30N8O5.ClH/c1-2-37-24-17-25(31-18-23(24)33-28(37)26-27(30)35-42-34-26)41-22-5-3-4-20(16-22)32-29(38)19-6-8-21(9-7-19)40-15-12-36-10-13-39-14-11-36;/h3-9,16-18H,2,10-15H2,1H3,(H2,30,35)(H,32,38);1H",Cl.CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc12)c6nonc6N,CHEMBL220241,"InChI=1S/C29H30N8O5/c1-2-37-24-17-25(31-18-23(24)33-28(37)26-27(30)35-42-34-26)41-22-5-3-4-20(16-22)32-29(38)19-6-8-21(9-7-19)40-15-12-36-10-13-39-14-11-36/h3-9,16-18H,2,10-15H2,1H3,(H2,30,35)(H,32,38)",CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc12)c6nonc6N,ROCK1,CHEMBL3231,CHEMBL1139215,"J. Med. Chem., 50, p. 2 (2007)",17201404
GSK270822A,365461,CHEMBL441702,"InChI=1S/C24H20N4O2/c1-14-23(24(30)27-19-8-9-21-18(11-19)13-25-28-21)20(12-22(29)26-14)17-7-6-15-4-2-3-5-16(15)10-17/h2-11,13,20H,12H2,1H3,(H,25,28)(H,26,29)(H,27,30)",CC1=C(C(CC(=O)N1)c2ccc3ccccc3c2)C(=O)Nc4ccc5[nH]ncc5c4,CHEMBL441702,"InChI=1S/C24H20N4O2/c1-14-23(24(30)27-19-8-9-21-18(11-19)13-25-28-21)20(12-22(29)26-14)17-7-6-15-4-2-3-5-16(15)10-17/h2-11,13,20H,12H2,1H3,(H,25,28)(H,26,29)(H,27,30)",CC1=C(C(CC(=O)N1)c2ccc3ccccc3c2)C(=O)Nc4ccc5[nH]ncc5c4,ROCK1,CHEMBL3231,CHEMBL1139217,"J. Med. Chem., 50, p. 6 (2007)",17201405
GSK299115A,365460,CHEMBL374453,"InChI=1S/C20H16Cl2N4O2/c1-10-19(20(28)25-13-3-5-17-12(6-13)9-23-26-17)14(8-18(27)24-10)11-2-4-15(21)16(22)7-11/h2-7,9,14H,8H2,1H3,(H,23,26)(H,24,27)(H,25,28)",CC1=C(C(CC(=O)N1)c2ccc(Cl)c(Cl)c2)C(=O)Nc3ccc4[nH]ncc4c3,CHEMBL374453,"InChI=1S/C20H16Cl2N4O2/c1-10-19(20(28)25-13-3-5-17-12(6-13)9-23-26-17)14(8-18(27)24-10)11-2-4-15(21)16(22)7-11/h2-7,9,14H,8H2,1H3,(H,23,26)(H,24,27)(H,25,28)",CC1=C(C(CC(=O)N1)c2ccc(Cl)c(Cl)c2)C(=O)Nc3ccc4[nH]ncc4c3,ROCK1,CHEMBL3231,CHEMBL1139217,"J. Med. Chem., 50, p. 6 (2007)",17201405
GSK300014A,474928,CHEMBL475599,"InChI=1S/C27H24ClFN4O3S3/c1-39(34,35)8-7-30-13-21-10-18(15-37-21)25-12-22-26(31-16-32-27(22)38-25)33-20-5-6-24(23(28)11-20)36-14-17-3-2-4-19(29)9-17/h2-6,9-12,15-16,30H,7-8,13-14H2,1H3,(H,31,32,33)",CS(=O)(=O)CCNCc1cc(cs1)c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2,CHEMBL475599,"InChI=1S/C27H24ClFN4O3S3/c1-39(34,35)8-7-30-13-21-10-18(15-37-21)25-12-22-26(31-16-32-27(22)38-25)33-20-5-6-24(23(28)11-20)36-14-17-3-2-4-19(29)9-17/h2-6,9-12,15-16,30H,7-8,13-14H2,1H3,(H,31,32,33)",CS(=O)(=O)CCNCc1cc(cs1)c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1143296,"Bioorg. Med. Chem. Lett., 19, p. 817 (2009)",19111461
GSK312948A,474893,CHEMBL480382,"InChI=1S/C19H17N3O4S2/c1-24-14-6-12-13(7-15(14)25-2)22(10-21-12)17-8-16(18(28-17)19(20)23)26-9-11-4-3-5-27-11/h3-8,10H,9H2,1-2H3,(H2,20,23)",COc1cc2ncn(c3cc(OCc4cccs4)c(s3)C(=O)N)c2cc1OC,CHEMBL480382,"InChI=1S/C19H17N3O4S2/c1-24-14-6-12-13(7-15(14)25-2)22(10-21-12)17-8-16(18(28-17)19(20)23)26-9-11-4-3-5-27-11/h3-8,10H,9H2,1-2H3,(H2,20,23)",COc1cc2ncn(c3cc(OCc4cccs4)c(s3)C(=O)N)c2cc1OC,PLK1,CHEMBL3024,CHEMBL1143265,"Bioorg. Med. Chem. Lett., 19, p. 1018 (2009)",19097784
GSK317314A,477572,CHEMBL493326,"InChI=1S/C21H18ClN3O3S/c1-12(14-5-3-4-6-15(14)22)28-18-10-19(29-20(18)21(23)26)25-11-24-16-8-7-13(27-2)9-17(16)25/h3-12H,1-2H3,(H2,23,26)/t12-/m1/s1",COc1ccc2ncn(c3cc(O[C@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2c1,CHEMBL493326,"InChI=1S/C21H18ClN3O3S/c1-12(14-5-3-4-6-15(14)22)28-18-10-19(29-20(18)21(23)26)25-11-24-16-8-7-13(27-2)9-17(16)25/h3-12H,1-2H3,(H2,23,26)/t12-/m1/s1",COc1ccc2ncn(c3cc(O[C@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2c1,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GSK317315A,477728,CHEMBL522709,"InChI=1S/C22H18F3N3O3S/c1-12(14-5-3-4-6-15(14)22(23,24)25)31-18-10-19(32-20(18)21(26)29)28-11-27-16-8-7-13(30-2)9-17(16)28/h3-12H,1-2H3,(H2,26,29)/t12-/m1/s1",COc1ccc2ncn(c3cc(O[C@H](C)c4ccccc4C(F)(F)F)c(s3)C(=O)N)c2c1,CHEMBL522709,"InChI=1S/C22H18F3N3O3S/c1-12(14-5-3-4-6-15(14)22(23,24)25)31-18-10-19(32-20(18)21(26)29)28-11-27-16-8-7-13(30-2)9-17(16)28/h3-12H,1-2H3,(H2,26,29)/t12-/m1/s1",COc1ccc2ncn(c3cc(O[C@H](C)c4ccccc4C(F)(F)F)c(s3)C(=O)N)c2c1,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GSK317354A,513800,CHEMBL485598,"InChI=1S/C25H18F4N6O/c1-13-21(24(36)33-18-7-8-19-16(10-18)12-31-35-19)22(14-2-5-17(26)6-3-14)34-23(32-13)15-4-9-20(30-11-15)25(27,28)29/h2-12,22H,1H3,(H,31,35)(H,32,34)(H,33,36)",CC1=C(C(N=C(N1)c2ccc(nc2)C(F)(F)F)c3ccc(F)cc3)C(=O)Nc4ccc5[nH]ncc5c4,CHEMBL485598,"InChI=1S/C25H18F4N6O/c1-13-21(24(36)33-18-7-8-19-16(10-18)12-31-35-19)22(14-2-5-17(26)6-3-14)34-23(32-13)15-4-9-20(30-11-15)25(27,28)29/h2-12,22H,1H3,(H,31,35)(H,32,34)(H,33,36)",CC1=C(C(N=C(N1)c2ccc(nc2)C(F)(F)F)c3ccc(F)cc3)C(=O)Nc4ccc5[nH]ncc5c4,ROCK1,CHEMBL3231,CHEMBL1142520,"J. Med. Chem., 51, p. 6631 (2008)",18842034
GSK319347A,369152,CHEMBL373751,"InChI=1S/C22H19N3O5S2/c1-28-17-8-15-16(9-18(17)29-2)25(13-24-15)22-10-19(20(11-23)31-22)30-12-14-6-4-5-7-21(14)32(3,26)27/h4-10,13H,12H2,1-3H3",COc1cc2ncn(c3cc(OCc4ccccc4S(=O)(=O)C)c(C#N)s3)c2cc1OC,CHEMBL373751,"InChI=1S/C22H19N3O5S2/c1-28-17-8-15-16(9-18(17)29-2)25(13-24-15)22-10-19(20(11-23)31-22)30-12-14-6-4-5-7-21(14)32(3,26)27/h4-10,13H,12H2,1-3H3",COc1cc2ncn(c3cc(OCc4ccccc4S(=O)(=O)C)c(C#N)s3)c2cc1OC,IKKe,CHEMBL3529,CHEMBL1146152,"Bioorg. Med. Chem. Lett., 16, p. 6236 (2006)",16997559
GSK326090A,1157699,CHEMBL1794068,"InChI=1S/C28H29F3N4O3S/c1-17(20-5-3-4-6-21(20)28(29,30)31)38-24-14-25(39-26(24)27(32)36)35-16-33-22-8-7-19(13-23(22)35)37-15-18-9-11-34(2)12-10-18/h3-8,13-14,16-18H,9-12,15H2,1-2H3,(H2,32,36)/t17-/m1/s1",C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OCC4CCN(C)CC4)cc23)c5ccccc5C(F)(F)F,CHEMBL1794068,"InChI=1S/C28H29F3N4O3S/c1-17(20-5-3-4-6-21(20)28(29,30)31)38-24-14-25(39-26(24)27(32)36)35-16-33-22-8-7-19(13-23(22)35)37-15-18-9-11-34(2)12-10-18/h3-8,13-14,16-18H,9-12,15H2,1-2H3,(H2,32,36)/t17-/m1/s1",C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OCC4CCN(C)CC4)cc23)c5ccccc5C(F)(F)F,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GSK466314A,365469,CHEMBL218720,"InChI=1S/C22H19F3N4O2/c1-11-16-9-15(7-8-18(16)29-28-11)27-21(31)20-12(2)26-19(30)10-17(20)13-3-5-14(6-4-13)22(23,24)25/h3-9,17H,10H2,1-2H3,(H,26,30)(H,27,31)(H,28,29)",CC1=C(C(CC(=O)N1)c2ccc(cc2)C(F)(F)F)C(=O)Nc3ccc4[nH]nc(C)c4c3,CHEMBL218720,"InChI=1S/C22H19F3N4O2/c1-11-16-9-15(7-8-18(16)29-28-11)27-21(31)20-12(2)26-19(30)10-17(20)13-3-5-14(6-4-13)22(23,24)25/h3-9,17H,10H2,1-2H3,(H,26,30)(H,27,31)(H,28,29)",CC1=C(C(CC(=O)N1)c2ccc(cc2)C(F)(F)F)C(=O)Nc3ccc4[nH]nc(C)c4c3,ROCK1,CHEMBL3231,CHEMBL1139217,"J. Med. Chem., 50, p. 6 (2007)",17201405
GSK466317A,365479,CHEMBL427058,"InChI=1S/C21H16ClF3N4O2/c1-10-18(20(31)28-14-6-12-9-26-29-19(12)16(22)7-14)15(8-17(30)27-10)11-2-4-13(5-3-11)21(23,24)25/h2-7,9,15H,8H2,1H3,(H,26,29)(H,27,30)(H,28,31)",CC1=C(C(CC(=O)N1)c2ccc(cc2)C(F)(F)F)C(=O)Nc3cc(Cl)c4[nH]ncc4c3,CHEMBL427058,"InChI=1S/C21H16ClF3N4O2/c1-10-18(20(31)28-14-6-12-9-26-29-19(12)16(22)7-14)15(8-17(30)27-10)11-2-4-13(5-3-11)21(23,24)25/h2-7,9,15H,8H2,1H3,(H,26,29)(H,27,30)(H,28,31)",CC1=C(C(CC(=O)N1)c2ccc(cc2)C(F)(F)F)C(=O)Nc3cc(Cl)c4[nH]ncc4c3,ROCK1,CHEMBL3231,CHEMBL1139217,"J. Med. Chem., 50, p. 6 (2007)",17201405
GSK554170A,1157696,CHEMBL1794065,"InChI=1S/C21H27N7O3.C2HF3O2/c1-4-28-18-15(30-12-13-6-9-23-10-7-13)11-24-14(5-8-21(2,3)29)16(18)25-20(28)17-19(22)27-31-26-17;3-2(4,5)1(6)7/h11,13,23,29H,4,6-7,9-10,12H2,1-3H3,(H2,22,27);(H,6,7)",CCn1c(nc2c(ncc(OCC3CCNCC3)c12)C#CC(C)(C)O)c4nonc4N.OC(=O)C(F)(F)F,CHEMBL521658,"InChI=1S/C21H27N7O3/c1-4-28-18-15(30-12-13-6-9-23-10-7-13)11-24-14(5-8-21(2,3)29)16(18)25-20(28)17-19(22)27-31-26-17/h11,13,23,29H,4,6-7,9-10,12H2,1-3H3,(H2,22,27)",CCn1c(nc2c(ncc(OCC3CCNCC3)c12)C#CC(C)(C)O)c4nonc4N,AKT1,CHEMBL4282,CHEMBL1140130,"J. Med. Chem., 51, p. 5663 (2008)",18800763
GSK561866B,1157695,CHEMBL1794064,"InChI=1S/C16H20N8O2.C2HF3O2/c1-2-24-14-11(25-8-4-7-18)9-20-10(5-3-6-17)12(14)21-16(24)13-15(19)23-26-22-13;3-2(4,5)1(6)7/h9H,2,4,6-8,17-18H2,1H3,(H2,19,23);(H,6,7)",CCn1c(nc2c(ncc(OCCCN)c12)C#CCN)c3nonc3N.OC(=O)C(F)(F)F,CHEMBL494280,"InChI=1S/C16H20N8O2/c1-2-24-14-11(25-8-4-7-18)9-20-10(5-3-6-17)12(14)21-16(24)13-15(19)23-26-22-13/h9H,2,4,6-8,17-18H2,1H3,(H2,19,23)",CCn1c(nc2c(ncc(OCCCN)c12)C#CCN)c3nonc3N,AKT1,CHEMBL4282,CHEMBL1140130,"J. Med. Chem., 51, p. 5663 (2008)",18800763
GSK571989A,1157700,CHEMBL1794069,"InChI=1S/C27H29ClN4O3S/c1-17(20-5-3-4-6-21(20)28)35-24-14-25(36-26(24)27(29)33)32-16-30-22-8-7-19(13-23(22)32)34-15-18-9-11-31(2)12-10-18/h3-8,13-14,16-18H,9-12,15H2,1-2H3,(H2,29,33)/t17-/m1/s1",C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OCC4CCN(C)CC4)cc23)c5ccccc5Cl,CHEMBL1794069,"InChI=1S/C27H29ClN4O3S/c1-17(20-5-3-4-6-21(20)28)35-24-14-25(36-26(24)27(29)33)32-16-30-22-8-7-19(13-23(22)32)34-15-18-9-11-31(2)12-10-18/h3-8,13-14,16-18H,9-12,15H2,1-2H3,(H2,29,33)/t17-/m1/s1",C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OCC4CCN(C)CC4)cc23)c5ccccc5Cl,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GSK579289A,1157701,CHEMBL1794070,"InChI=1S/C26H27ClN4O3S/c1-16(19-5-3-4-6-20(19)27)33-23-14-24(35-25(23)26(28)32)31-15-29-21-8-7-18(13-22(21)31)34-17-9-11-30(2)12-10-17/h3-8,13-17H,9-12H2,1-2H3,(H2,28,32)/t16-/m1/s1",C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OC4CCN(C)CC4)cc23)c5ccccc5Cl,CHEMBL1794070,"InChI=1S/C26H27ClN4O3S/c1-16(19-5-3-4-6-20(19)27)33-23-14-24(35-25(23)26(28)32)31-15-29-21-8-7-18(13-22(21)31)34-17-9-11-30(2)12-10-17/h3-8,13-17H,9-12H2,1-2H3,(H2,28,32)/t16-/m1/s1",C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OC4CCN(C)CC4)cc23)c5ccccc5Cl,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GSK586581A,383788,CHEMBL230597,"InChI=1S/C20H19N3O3S/c1-27(25,26)23-16-9-7-14(8-10-16)17-11-15(13-5-3-2-4-6-13)12-18(19(17)21)20(22)24/h2-12,23H,21H2,1H3,(H2,22,24)",CS(=O)(=O)Nc1ccc(cc1)c2cc(cc(C(=O)N)c2N)c3ccccc3,CHEMBL230597,"InChI=1S/C20H19N3O3S/c1-27(25,26)23-16-9-7-14(8-10-16)17-11-15(13-5-3-2-4-6-13)12-18(19(17)21)20(22)24/h2-12,23H,21H2,1H3,(H2,22,24)",CS(=O)(=O)Nc1ccc(cc1)c2cc(cc(C(=O)N)c2N)c3ccccc3,IKKa/IKKb,CHEMBL3476/CHEMBL1991,CHEMBL1145369,"Bioorg. Med. Chem. Lett., 17, p. 3972 (2007)",17502144
GSK605714A,383802,CHEMBL231013,"InChI=1S/C13H12N2O2/c1-17-12-3-2-10(8-11(12)13(14)16)9-4-6-15-7-5-9/h2-8H,1H3,(H2,14,16)",COc1ccc(cc1C(=O)N)c2ccncc2,CHEMBL231013,"InChI=1S/C13H12N2O2/c1-17-12-3-2-10(8-11(12)13(14)16)9-4-6-15-7-5-9/h2-8H,1H3,(H2,14,16)",COc1ccc(cc1C(=O)N)c2ccncc2,IKKa/IKKb,CHEMBL3476/CHEMBL1991,CHEMBL1145369,"Bioorg. Med. Chem. Lett., 17, p. 3972 (2007)",17502144
GSK614526A,1249146,CHEMBL1909375,"InChI=1S/C20H25N7O3.C2HF3O2/c1-4-27-17-14(29-11-12-6-5-9-22-12)10-23-13(7-8-20(2,3)28)15(17)24-19(27)16-18(21)26-30-25-16;3-2(4,5)1(6)7/h10,12,22,28H,4-6,9,11H2,1-3H3,(H2,21,26);(H,6,7)/t12-;/m0./s1",CCn1c(nc2c(ncc(OC[C@@H]3CCCN3)c12)C#CC(C)(C)O)c4nonc4N.OC(=O)C(F)(F)F,CHEMBL1963560,"InChI=1S/C20H25N7O3/c1-4-27-17-14(29-11-12-6-5-9-22-12)10-23-13(7-8-20(2,3)28)15(17)24-19(27)16-18(21)26-30-25-16/h10,12,22,28H,4-6,9,11H2,1-3H3,(H2,21,26)/t12-/m0/s1",CCn1c(nc2c(ncc(OC[C@@H]3CCCN3)c12)C#CC(C)(C)O)c4nonc4N,AKT1,CHEMBL4282,CHEMBL1140130,"J. Med. Chem., 51, p. 5663 (2008)",18800763
GSK619487A,1157697,CHEMBL1794066,"InChI=1S/C20H25N7O3.C2HF3O2/c1-4-27-17-14(29-12-6-9-22-10-7-12)11-23-13(5-8-20(2,3)28)15(17)24-19(27)16-18(21)26-30-25-16;3-2(4,5)1(6)7/h11-12,22,28H,4,6-7,9-10H2,1-3H3,(H2,21,26);(H,6,7)",CCn1c(nc2c(ncc(OC3CCNCC3)c12)C#CC(C)(C)O)c4nonc4N.OC(=O)C(F)(F)F,CHEMBL522857,"InChI=1S/C20H25N7O3/c1-4-27-17-14(29-12-6-9-22-10-7-12)11-23-13(5-8-20(2,3)28)15(17)24-19(27)16-18(21)26-30-25-16/h11-12,22,28H,4,6-7,9-10H2,1-3H3,(H2,21,26)",CCn1c(nc2c(ncc(OC3CCNCC3)c12)C#CC(C)(C)O)c4nonc4N,AKT1,CHEMBL4282,CHEMBL1140130,"J. Med. Chem., 51, p. 5663 (2008)",18800763
GSK620503A,383762,CHEMBL231623,"InChI=1S/C18H14FN3O/c19-14-3-1-11(2-4-14)13-9-15(12-5-7-22-8-6-12)17(20)16(10-13)18(21)23/h1-10H,20H2,(H2,21,23)",NC(=O)c1cc(cc(c1N)c2ccncc2)c3ccc(F)cc3,CHEMBL231623,"InChI=1S/C18H14FN3O/c19-14-3-1-11(2-4-14)13-9-15(12-5-7-22-8-6-12)17(20)16(10-13)18(21)23/h1-10H,20H2,(H2,21,23)",NC(=O)c1cc(cc(c1N)c2ccncc2)c3ccc(F)cc3,IKKa/IKKb,CHEMBL3476/CHEMBL1991,CHEMBL1145369,"Bioorg. Med. Chem. Lett., 17, p. 3972 (2007)",17502144
